8434241	  781.4	  525.0	 2388.0	  198.0	...
8434242	  781.7	  523.3	 2385.0	  198.0	...
8434243	  781.9	  523.8	 2383.0	  198.0	...
8434244	  781.9	  524.9	 2380.0	  198.0	...
8434245	  781.0	  526.7	 2378.0	  198.0	...
8434246	  780.0	  527.9	 2377.0	  198.0	...
8434247	  780.3	  527.7	 2379.0	  198.0	...
8434248	  781.6	  526.8	 2382.0	  198.0	...
8434249	  782.4	  527.2	 2384.0	  198.0	...
8434250	  781.9	  528.5	 2382.0	  198.0	...
8434251	  781.5	  528.6	 2380.0	  198.0	...
8434252	  782.8	  528.0	 2380.0	  198.0	...
8434253	  784.1	  527.3	 2379.0	  198.0	...
8434254	  785.2	  527.9	 2379.0	  198.0	...
8434255	  783.0	  528.6	 2379.0	  198.0	...
8434256	  780.8	  529.2	 2379.0	  198.0	...
8434257	  779.7	  529.7	 2381.0	  198.0	...
8434258	  780.7	  529.8	 2382.0	  198.0	...
8434259	  782.0	  530.1	 2383.0	  198.0	...
8434260	  782.6	  531.0	 2382.0	  198.0	...
8434261	  783.3	  531.6	 2381.0	  198.0	...
8434262	  782.6	  532.0	 2382.0	  198.0	...
8434263	  781.5	  531.8	 2383.0	  198.0	...
8434264	  780.9	  530.7	 2384.0	  198.0	...
8434265	  781.6	  529.0	 2384.0	  198.0	...
8434266	  783.0	  527.3	 2385.0	  198.0	...
8434267	  784.0	  526.5	 2386.0	  198.0	...
8434268	  784.9	  526.2	 2387.0	  198.0	...
8434269	  785.2	  525.8	 2388.0	  198.0	...
8434270	  785.5	  525.7	 2389.0	  198.0	...
8434271	  785.3	  526.1	 2390.0	  198.0	...
8434272	  784.9	  526.1	 2390.0	  198.0	...
8434273	  784.3	  526.0	 2389.0	  198.0	...
8434274	  783.8	  525.6	 2389.0	  198.0	...
8434275	  783.5	  525.6	 2389.0	  198.0	...
8434276	  783.4	  526.0	 2390.0	  198.0	...
8434277	  783.5	  526.8	 2391.0	  198.0	...
8434278	  783.5	  528.0	 2391.0	  198.0	...
8434279	  783.3	  529.1	 2390.0	  198.0	...
8434280	  783.0	  529.5	 2385.0	  198.0	...
8434281	  783.0	  529.5	 2383.0	  198.0	...
8434282	  782.8	  530.8	 2381.0	  198.0	...
8434283	  782.6	  532.3	 2381.0	  198.0	...
8434284	  782.4	  533.4	 2382.0	  198.0	...
8434285	  782.3	  533.1	 2381.0	  198.0	...
8434286	  782.3	  532.7	 2380.0	  198.0	...
8434287	  782.7	  532.6	 2380.0	  198.0	...
8434288	  783.2	  532.5	 2382.0	  198.0	...
8434289	  783.1	  532.5	 2384.0	  198.0	...
8434290	  782.6	  532.7	 2384.0	  198.0	...
8434291	  782.2	  532.8	 2384.0	  198.0	...
8434292	  782.6	  532.7	 2385.0	  198.0	...
8434293	  783.0	  531.5	 2388.0	  198.0	...
8434294	  783.6	  529.6	 2391.0	  198.0	...
8434295	  783.8	  527.8	 2389.0	  198.0	...
8434296	  783.8	  528.2	 2385.0	  198.0	...
8434297	  783.6	  529.6	 2381.0	  198.0	...
8434298	  783.4	  528.2	 2381.0	  198.0	...
8434299	  783.4	  525.5	 2382.0	  198.0	...
8434300	  782.8	  523.3	 2380.0	  198.0	...
8434301	  782.2	  527.4	 2377.0	  198.0	...
8434302	  781.8	  531.5	 2375.0	  198.0	...
8434303	  782.6	  535.0	 2375.0	  198.0	...
8434304	  783.3	  535.0	 2376.0	  198.0	...
8434305	  783.8	  533.4	 2378.0	  198.0	...
8434306	  783.9	  531.8	 2381.0	  198.0	...
8434307	  784.1	  530.6	 2383.0	  198.0	...
8434308	  784.4	  531.0	 2384.0	  198.0	...
8434309	  784.4	  531.4	 2383.0	  198.0	...
8434310	  784.3	  531.4	 2382.0	  198.0	...
8434311	  784.6	  530.7	 2383.0	  198.0	...
8434312	  784.8	  529.5	 2383.0	  198.0	...
8434313	  785.1	  528.3	 2383.0	  198.0	...
8434314	  785.0	  528.1	 2382.0	  198.0	...
8434315	  785.1	  528.4	 2383.0	  198.0	...
8434316	  785.1	  528.1	 2384.0	  198.0	...
8434317	  785.0	  527.7	 2384.0	  198.0	...
8434318	  784.7	  529.0	 2384.0	  198.0	...
8434319	  784.5	  531.0	 2385.0	  198.0	...
8434320	  784.6	  532.1	 2386.0	  198.0	...
8434321	  784.8	  531.3	 2387.0	  198.0	...
8434322	  785.1	  530.5	 2387.0	  198.0	...
8434323	  785.1	  531.5	 2387.0	  198.0	...
8434324	  785.2	  532.1	 2386.0	  198.0	...
8434325	  785.1	  532.6	 2384.0	  198.0	...
8434326	  785.1	  532.1	 2382.0	  198.0	...
8434327	  785.1	  531.6	 2382.0	  198.0	...
8434328	  785.1	  531.0	 2384.0	  198.0	...
8434329	  785.1	  530.6	 2384.0	  198.0	...
8434330	  785.1	  530.5	 2382.0	  198.0	...
8434331	  785.1	  530.6	 2380.0	  198.0	...
8434332	  785.4	  530.4	 2380.0	  198.0	...
8434333	  785.8	  530.2	 2383.0	  198.0	...
8434334	  786.0	  530.3	 2385.0	  198.0	...
8434335	  786.2	  530.8	 2383.0	  198.0	...
8434336	  785.2	  531.4	 2379.0	  198.0	...
8434337	  784.2	  531.5	 2378.0	  198.0	...
8434338	  784.3	  531.4	 2380.0	  198.0	...
8434339	  785.4	  531.3	 2383.0	  198.0	...
8434340	  786.1	  531.6	 2383.0	  198.0	...
8434341	  785.7	  531.9	 2384.0	  198.0	...
8434342	  785.7	  530.3	 2385.0	  198.0	...
8434343	  786.3	  528.4	 2385.0	  198.0	...
8434344	  786.8	  527.5	 2385.0	  198.0	...
8434345	  786.8	  529.8	 2384.0	  198.0	...
8434346	  786.8	  532.1	 2386.0	  198.0	...
8434347	  786.8	  534.0	 2388.0	  198.0	...
8434348	  786.7	  534.5	 2391.0	  198.0	...
8434349	  786.5	  533.8	 2391.0	  198.0	...
8434350	  786.3	  531.7	 2391.0	  198.0	...
8434351	  786.2	  529.5	 2390.0	  198.0	...
8434352	  786.0	  531.0	 2388.0	  198.0	...
8434353	  785.7	  533.3	 2387.0	  198.0	...
8434354	  785.3	  534.8	 2386.0	  198.0	...
8434355	  785.0	  533.0	 2387.0	  198.0	...
8434356	  784.7	  531.2	 2388.0	  198.0	...
8434357	  784.6	  530.2	 2390.0	  198.0	...
8434358	  784.5	  530.1	 2390.0	  198.0	...
8434359	  784.6	  530.3	 2391.0	  198.0	...
8434360	  784.6	  530.6	 2385.0	  198.0	...
8434361	  784.6	  530.9	 2380.0	  198.0	...
